127.0.0.1 - - [20/Apr/2016:09:24:38 +0800] "GET / HTTP/1.1" 200 11418
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/script/jquery.cookie.min.js HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1819
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/logo.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite//wxb/images/copyright-pic-1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite//wxb/images/copyright-pic-2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite//wxb/images/copyright-pic-3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite//wxb/images/copyright-pic-4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/header_tel.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/indexbanner1000_3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/indexbanner1000_1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/img/wxb.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/img/index-icons.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/header_qq.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/img/login-wrap-bg.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/line.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/indexbanner1000_2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/index_step.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_03.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/img/banner/3_bg.jpg HTTP/1.1" 404 5804
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_01.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_02.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_04.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_05.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_06.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_2_01.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_2_02.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_2_03.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_2_05.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_2_04.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/Joinustxt.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/advantage_2_06.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/CS-bgs.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/security.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/images/indexbanner_1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/img/banner/arrow_left.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:52 +0800] "GET /wxbsite/wxb/img/banner/arrow_right.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2016:10:17:53 +0800] "GET /wxbsite/user/register HTTP/1.1" 200 29032
127.0.0.1 - - [20/Apr/2016:10:17:53 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1828
127.0.0.1 - - [20/Apr/2016:10:23:19 +0800] "POST /wxbsite//area!getCity.ct HTTP/1.1" 200 85
127.0.0.1 - - [20/Apr/2016:10:23:22 +0800] "POST /wxbsite//area!getRegion.ct HTTP/1.1" 200 556
127.0.0.1 - - [20/Apr/2016:10:24:02 +0800] "POST /wxbsite//area!getRegion.ct HTTP/1.1" 200 112
127.0.0.1 - - [20/Apr/2016:10:24:04 +0800] "POST /wxbsite//area!getCity.ct HTTP/1.1" 200 408
127.0.0.1 - - [20/Apr/2016:10:24:06 +0800] "POST /wxbsite//area!getCity.ct HTTP/1.1" 200 85
127.0.0.1 - - [20/Apr/2016:10:24:08 +0800] "POST /wxbsite//area!getRegion.ct HTTP/1.1" 200 599
